问题标题,问题内容,答主昵称,回答时间,赞同数,评论数,回答内容
怎样看待蒋劲夫家暴？,,青***,编辑于 2018-12-16 17:24,"​
 16","​
9 ","青妞儿16 人赞同了该回答我今天一觉醒来，“家暴事件”已经反转了两次了，一脸懵，吃瓜需谨慎，且等后续。无论如何，这对蒋劲夫和他家人是一次重创，使用暴力真的伤人伤己啊。而且使用暴力是会有惯性的，慎之再慎。成年人的世界，让我们把事情解决得漂亮点。如果按男方朋友的说法，这次是女方欺骗感情，拿假怀孕骗房，甚至还有群p这样的字眼，那男方作为一个当时的受害方，因为使用暴力，把自己弄得如此狼狈，家人也被黑道要挟，职场尽毁，甚至还有牢狱之灾，这不更说明暴力的幼稚和不可取么。为了一个不爱自己，也不值得自己爱的女人，何必。所谓的“血性”还是体现在别的方面吧。<img src=""https://picx.zhimg.com/50/v2-a621ece2c6c01d439cae9a9c54f36f0a_720w.jpg?source=1940ef5c"" data-rawwidth=""720"" data-rawheight=""1304"" data-size=""normal"" data-default-watermark-src=""https://pic3.zhimg.com/50/v2-92c9e837ef25291855ecb7f95c66410c_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""720"" data-original=""https://pica.zhimg.com/v2-a621ece2c6c01d439cae9a9c54f36f0a_r.jpg?source=1940ef5c""/><img src=""https://pic4.zhimg.com/50/v2-a3fc01352fc0bc55a590691c06ae253f_720w.jpg?source=1940ef5c"" data-rawwidth=""1080"" data-rawheight=""2160"" data-size=""normal"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-cf229cfa3d12bb7df8d949c371dac412_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1080"" data-original=""https://picx.zhimg.com/v2-a3fc01352fc0bc55a590691c06ae253f_r.jpg?source=1940ef5c""/>以下是原答案:谢遥，这是我在昨天同样问题下的回答，可以参考编辑于 2018-12-16 17:24​赞同 16​​9 条评论​分享​收藏​喜欢​收起​"
怎样看待蒋劲夫家暴？,,匿***,编辑于 2018-11-22 18:46,"​
 16","​
7 ","匿名用户16 人赞同了该回答额...我大半夜没睡着刷了刷微博然后就关注到这件事，看到了蒋劲夫好友的对事件的叙述。尤其是看到了这句话。<img src=""https://pic1.zhimg.com/50/v2-8ddd55b26ea172313d485c7271d6dd29_720w.jpg?source=1940ef5c"" data-rawwidth=""1242"" data-rawheight=""2208"" data-size=""normal"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-8ddd55b26ea172313d485c7271d6dd29_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1242"" data-original=""https://pica.zhimg.com/v2-8ddd55b26ea172313d485c7271d6dd29_r.jpg?source=1940ef5c""/>正巧我就在俄亥俄州立大学读书，于是乎搜了一下学校系统查无此人。然后就在Linkedin上搜了一下事件女主<img src=""https://pic4.zhimg.com/50/v2-b30797a37f98b278367da483a12e84b1_720w.jpg?source=1940ef5c"" data-rawwidth=""1242"" data-rawheight=""2208"" data-size=""normal"" data-default-watermark-src=""https://pic2.zhimg.com/50/v2-b30797a37f98b278367da483a12e84b1_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1242"" data-original=""https://pica.zhimg.com/v2-b30797a37f98b278367da483a12e84b1_r.jpg?source=1940ef5c""/><img src=""https://pic2.zhimg.com/50/v2-d924dd668c5ff697ab7cbe8a737c6245_720w.jpg?source=1940ef5c"" data-rawwidth=""1242"" data-rawheight=""2208"" data-size=""normal"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-d924dd668c5ff697ab7cbe8a737c6245_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1242"" data-original=""https://pica.zhimg.com/v2-d924dd668c5ff697ab7cbe8a737c6245_r.jpg?source=1940ef5c""/>以及她的Facebook。（居然还有一个我游泳队的共同好友 ）<img src=""https://pic1.zhimg.com/50/v2-a80f7216e3031e1a0cf373cc3964ff0c_720w.jpg?source=1940ef5c"" data-rawwidth=""1242"" data-rawheight=""2208"" data-size=""normal"" data-default-watermark-src=""https://pic4.zhimg.com/50/v2-a80f7216e3031e1a0cf373cc3964ff0c_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1242"" data-original=""https://picx.zhimg.com/v2-a80f7216e3031e1a0cf373cc3964ff0c_r.jpg?source=1940ef5c""/><img src=""https://picx.zhimg.com/50/v2-64910d03f195331f189620aadbdc2b07_720w.jpg?source=1940ef5c"" data-rawwidth=""1242"" data-rawheight=""2208"" data-size=""normal"" data-default-watermark-src=""https://pica.zhimg.com/50/v2-64910d03f195331f189620aadbdc2b07_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1242"" data-original=""https://pic1.zhimg.com/v2-64910d03f195331f189620aadbdc2b07_r.jpg?source=1940ef5c""/>如果蒋劲夫好友说的话属实。那么这个女生对于自己的学历造假了。既不是研究生，也没有在俄亥俄州立大学读过书。Linkedin上可以清楚地看到，她是在日本Nanzan University读了五年的本科然后毕业工作。时间线也都对的上。这个女生Facebook主页上五张照片里就有两张在豪车里合影的照片（一辆R8，一辆阿斯顿马丁），管中窥豹，人品可见一斑。Ps：我不是蒋劲夫粉丝，我也不爱八卦别人。只是觉得事情没有那么简单，之前看过蒋劲夫的节目，事出无因，他应该是不会犯下打女朋友这样的大错的。愿真想早日明了，劲夫早日回国报平安！编辑于 2018-11-22 18:46​赞同 16​​7 条评论​分享​收藏​喜欢​收起​"
怎样看待蒋劲夫家暴？,,匿***,编辑于 2018-11-30 11:33,"​
 4","​
6 ","匿名用户
4 人赞同了该回答

家暴还有人洗地！真是疯了！

家暴！绝对不可以被原谅！

女生有什么问题，有无数种办法处理，该法律就法律，该分手就分手，家暴？呵呵！

受害者有罪论真是太恶心了！

蒋劲夫的粉丝现在说：“当初张雨绮家暴你们怎么叫好？”

拜托！谁对张雨绮叫好了？那是她的粉丝好吗！！！

任何家暴，男男女女，冷暴力，现实暴力，都必须严厉反对！零容忍！！

可笑张雨绮，蒋劲夫的粉丝们上窜下跳，给网友们扣上一条一条的帽子！！！

可笑的网络社会！只苦了动不动就被代表的真实网友们！

编辑于 2018-11-30 11:33
​
赞同 4​
​
6 条评论
​
分享
​
收藏
​
喜欢
​
收起​"
怎样看待蒋劲夫家暴？,,匿***,编辑于 2018-11-29 13:15,"​
 3","​
3 ","匿名用户
3 人赞同了该回答

想想还是匿名吧。

我在日学习生活12年，来说一下自己的看法。

首先将可定是打人了，这个可定需要负责人的，但不会太严重。

然后我想说的是，那日本女人。

那日本女人就是个渣女，而且这次收割蒋劲夫也是日本妓女惯用手法【怀孕】。为什么怎么说呢！首先两人认识了没几周就同居了，女方还把工作辞掉。你们想想，女的不会说汉语，男的不会说日语，他俩能有什么交流，怎么沟通，那么短的时间会有什么感情？在日本风俗业中有很多这样的事情发生，就是男客人去嫖，不带套套，然后过了2个月左右，女服务员来电话，我“我怀孕了，拿钱打胎吧”，不过这次，是个渣女遇到了中国的明星，于是就制定了个赚大钱的计划。在日本这种女人不能说有不少，但是肯定是有一部分的，日本的电影电视剧里经常会讽刺这种女人。其实日本人一看到她在电视里的自述就知道这女人是个什么玩意了。




然后，我们来看看这女人在电视台采访中都说了什么，展示了什么，理性的分析一下。

一，“满屋都是血”这么白痴的话都能说的出来，这得打到什么程度才能是满屋是血啊？并且她出具得验伤报告并没有显示有会流血的伤。

二，“用榔头打”这他么的简直就是放屁。用榔头打，她不死也得残废了吧。

三，还有她展示的伤，我表示怀疑，究竟是被将打出来的，还是怎么弄出来的。

再有，从日本媒体的态度来分析，这女的也不是个省油的灯。我特意查了一下日本网上报道，几乎都是例行公事的报道，没有过多的评论，这事为什么呢，因为日本媒体看的出来这女的是个什么样的人，所以对这女的心里没底，怕将来出现反转剧情，那可要打自己脸了。

最后，我认为整件事就是个渣女有计划收割蒋劲夫，也怪将不争气上套还打人，但是好在这女的智商也不高，如果真像将好友曝光的那样，女方假怀孕，要分手费这两件事只要捶实其中一件，再有运作的得当就能有反转的机会的，至少能驳回内地观众的同情和理解。

顺便说一句，将自首的巣鸭监狱在日本很有名的，当年的二战甲级战犯（就是东条英机的同事）都是在那被绞死的。

还有，我提醒大家一句，一般人几乎无法从外表看出日本人的内心。这是当年日本大学老师亲口告诉我的，现在的日本同事也真么说过：“没人能看出来日本人心里在想什么，就连日本人自己都无法看穿日本人心里想什么”。

编辑于 2018-11-29 13:15
​
赞同 3​
​
3 条评论
​
分享
​
收藏
​
喜欢
​
收起​"
怎样看待蒋劲夫家暴？,,匿***,发布于 2018-12-01 23:56,"​
 1",0,"匿名用户
1 人赞同了该回答

不请自来

首先家暴这件事本身是非常错误的，无论施暴者男女，什么原因，我个人第一反应是谴责他/她。

所以，我非常不认同蒋劲夫家暴，了解原因后也没有改变我的看法，虽然是女的有错在先，而且错的很严重，但是应该先尽量通过司法途径解决问题，而不是一时冲动去家暴。

我觉得一个人应该有控制情绪的能力，我知道肯定有人会说任谁在那种情况都不会冷静，会骂我之类的，那就骂吧。我只是阐明自己观点，我认为首先一定保持冷静，这种连人都算不上的东西不值得动怒，甚至为此被判刑是很亏的。

最后，动手伤人前一定要想清楚后果，看看这件事值不值得你去做。

不匿名了，要骂就骂吧。

发布于 2018-12-01 23:56
​
赞同 1​
​
添加评论
​
分享
​
收藏
​
喜欢
​
收起​"
如何看待蒋劲夫事件?,"无意中看见后面的更新说热评都打脸进来补充一下，双方和解也是可以撤诉的，不起诉不代表没家暴，可以参考下面这个回答，初犯、双方和解、伤情轻重程度都可能导致不起诉。而蒋劲夫之前就发文承认家暴道歉了，热评基于这个事实做出回答谈不上打脸。

希望了解日本法律的朋友帮忙解释一下蒋劲夫为啥没被日本检方起诉？

热评全部打脸

2018.12.31 再次更新 #蒋劲夫已被释放# 刚刚，蒋劲夫律师发表律师声明，称己方在28日收到日本检察机关做出的以不起诉状态的释放决定，即日起完全恢复人身自由。并透露不出意外的话，日本检方不久将正式出具不会对蒋劲夫提起任何指控的不起诉决定，“这意味着蒋劲夫在本案不会有任何被刑事处罚的记录。”http://t.cn/EbCUmNU ​







再次更新，广大网友又提供2018.10.9日蒋劲夫与前女友逛日本银座商场买东西的清晰图片，日期也有，女方2018.10.09日脸上未受伤。







2018年11月28日，蒋劲夫自首#并对日本警方承认涉嫌施暴的指控，称打人是因为个人理由，但不想谈论。其律师透露，蒋劲夫被逮捕后，目前的精神比较恍惚。此外，律师还表示受害者一方确实提出了10亿日元赔偿金额。是否会达成和解，就取决于是否能够让受害者一方感到满意。对于现阶段女方提出的赔偿金额数字，律师表示不便透露。蒋劲夫的律师团也拿到医院方面的诊断书，里面并没有女方牙齿被打断的记载，房间里面都是血也不属实。

更新

有网友分别在10.8日和10.9日见过蒋劲夫本和他前女友，

女方日媒采访说过10.8日被同居者家暴之类的话，

但微博10.8日有网友博出照片，蒋劲夫与前女友和日本导演竹内亮一起吃饭的图片，并竹内亮微博也有发与蒋劲夫两人的视频。




10.9日，有网友在日本银座见过蒋劲夫与前女友逛街，蒋劲夫脸上无伤，女方存在说慌。




刚刚，蒋劲夫发文承认家暴，他表示自己在这一个月一直在忏悔和悔恨中度过，感到十分对不起女友，“我冲动的行为伤害了你和你的家人，不论什么原因，我都不应该动手，我为自己的行为感到羞愧，会为自己的行为负起责任，接受惩罚。”并在最后诚恳致歉：“让你们失望了，对不起。”",小***,编辑于 2018-11-20 19:53,"​
 2047","​
218 ","小螺号认真科研，偶尔上号2,047 人赞同了该回答我原以为这事儿没什么可讨论的<img src=""https://pic1.zhimg.com/50/v2-4a6ab966abe18b45166684764b8d617d_720w.jpg?source=1940ef5c"" data-rawwidth=""690"" data-rawheight=""643"" data-size=""normal"" data-default-watermark-src=""https://pic3.zhimg.com/50/v2-ceb97e4b3e6be308525f0d303d5b2baf_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""690"" data-original=""https://picx.zhimg.com/v2-4a6ab966abe18b45166684764b8d617d_r.jpg?source=1940ef5c""/><img src=""https://pic2.zhimg.com/50/v2-730205cda10e9f918636f38584b05c59_720w.jpg?source=1940ef5c"" data-rawwidth=""690"" data-rawheight=""869"" data-size=""normal"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-458d91f3b5e188b3788b9758167beb16_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""690"" data-original=""https://pica.zhimg.com/v2-730205cda10e9f918636f38584b05c59_r.jpg?source=1940ef5c""/>虽然家暴，但敢于承认，有勇气，有担当，值得点赞虽然超速闯红灯，但有激情，有胆量，够叛逆，好爱你哦～虽然半夜骚扰邻居，恶作剧，但有童心，有情趣，好可爱呀虽然杀人，但有血性，不怕死，好man啊，被圈粉了呢～虽然强奸，但却是因为喜欢，够痴情，够浪漫，点个赞！虽然吃屎，但敢想敢做，天真直率，很棒，向你学习！…………这种脑残粉，没什么辨别力，无论你做什么，他都能被带节奏毕竟这年头上网又不是什么难事，林子大了，什么鸟都有营销号也都是些明白人他们很深刻的知道这个时代的规则:傻子的钱最好赚对于他们来说是:傻子的流量最容易赚家暴这种违背社会法律道德的事其实是没什么可讨论的，呼声应该是一致的，没什么讨论的余地但是，这个【没什么讨论的余地】是对正常人说的你要想把傻子的流量赚过来，说些笔直价值观的话是没用的要出奇招！这种脑残粉很乐意被带节奏，营销号也盯着这批人如果我占到了先机，那我就发三观正的内容，如果别的营销号占到先机，那我就反其道而行之——夸他真小人，真性情，比伪君子强一万倍对于脑残粉，转发、点赞这种反大众认知的话，能显得自己特立独行，与众不同，能够让大家听到自己的声音，何乐而不为？社会风气被带的主张真小人，反对“伪君子”说话直，不懂规矩，得罪人，是真性情说话讲究技巧，做事有礼貌，懂得克制自己就是假，就是伪君子唉～这些营销号，为了流量是啥节奏都去带真够坏的！编辑于 2018-11-20 19:53​赞同 2047​​218 条评论​分享​收藏​喜欢​收起​"
如何看待蒋劲夫事件?,"无意中看见后面的更新说热评都打脸进来补充一下，双方和解也是可以撤诉的，不起诉不代表没家暴，可以参考下面这个回答，初犯、双方和解、伤情轻重程度都可能导致不起诉。而蒋劲夫之前就发文承认家暴道歉了，热评基于这个事实做出回答谈不上打脸。

希望了解日本法律的朋友帮忙解释一下蒋劲夫为啥没被日本检方起诉？

热评全部打脸

2018.12.31 再次更新 #蒋劲夫已被释放# 刚刚，蒋劲夫律师发表律师声明，称己方在28日收到日本检察机关做出的以不起诉状态的释放决定，即日起完全恢复人身自由。并透露不出意外的话，日本检方不久将正式出具不会对蒋劲夫提起任何指控的不起诉决定，“这意味着蒋劲夫在本案不会有任何被刑事处罚的记录。”http://t.cn/EbCUmNU ​







再次更新，广大网友又提供2018.10.9日蒋劲夫与前女友逛日本银座商场买东西的清晰图片，日期也有，女方2018.10.09日脸上未受伤。







2018年11月28日，蒋劲夫自首#并对日本警方承认涉嫌施暴的指控，称打人是因为个人理由，但不想谈论。其律师透露，蒋劲夫被逮捕后，目前的精神比较恍惚。此外，律师还表示受害者一方确实提出了10亿日元赔偿金额。是否会达成和解，就取决于是否能够让受害者一方感到满意。对于现阶段女方提出的赔偿金额数字，律师表示不便透露。蒋劲夫的律师团也拿到医院方面的诊断书，里面并没有女方牙齿被打断的记载，房间里面都是血也不属实。

更新

有网友分别在10.8日和10.9日见过蒋劲夫本和他前女友，

女方日媒采访说过10.8日被同居者家暴之类的话，

但微博10.8日有网友博出照片，蒋劲夫与前女友和日本导演竹内亮一起吃饭的图片，并竹内亮微博也有发与蒋劲夫两人的视频。




10.9日，有网友在日本银座见过蒋劲夫与前女友逛街，蒋劲夫脸上无伤，女方存在说慌。




刚刚，蒋劲夫发文承认家暴，他表示自己在这一个月一直在忏悔和悔恨中度过，感到十分对不起女友，“我冲动的行为伤害了你和你的家人，不论什么原因，我都不应该动手，我为自己的行为感到羞愧，会为自己的行为负起责任，接受惩罚。”并在最后诚恳致歉：“让你们失望了，对不起。”",伽***,发布于 2018-11-20 14:55,"​
 158","​
24 ","伽利略略略
请叫我伽主任
158 人赞同了该回答

微博上很多人连基本的是非都已经不分了，营销号到处洗地，到处在等着反转，到处讲情有可原

抱歉，这是法治社会，再如何，也不能动私刑

杀人犯也是有理由的，但是有理由就能杀人吗？

如果是，那么被害者的家人是不是应该杀回去？ 女方的父亲是不是应该追着蒋劲夫再打回去呢？

在中国婚姻似乎是暴力的保护伞，你打老婆和打别人是不一样的，打别人，警察该怎么管怎么管，该怎么判怎么判，但是打老婆，似乎就情有可原，清官就难断家务事了

还记得董珊珊吗？

董珊珊，女，26岁，北京人，2009年10月19日因家庭暴力死亡

董珊珊与丈夫王光宇于2008年下半年结婚，2009年3月，她第一次向家人和警察披露婚后经常遭到王的殴打。从这时到她死亡，短短几个月中间，她及家人曾先后八次向警方报告王的暴力行为，曾提起过离婚诉讼，也曾经离开亲人独自在外租房躲藏，但所有这些努力都未能挽救她的生命

王光宇曾这样描述对她的最后一次残酷殴打：“用拳头打她，用脚踢她，从卧室门口，一直踢到床上，哪都打、哪都踢，直到她倒在床上为止，也不知道踢了她多少脚。”这次或许致命的殴打发生在2009年8月5日，董珊珊于8月11日逃出，8月14日住院治疗，两个月后去世，尸检认定死亡原因为“被他人打伤后继发感染，致多脏器功能衰竭死亡”。董珊珊的朋友及父母也透露，董珊珊不仅长期被殴打，而且还被王光宇逼迫夜晚脱光衣服扒在客厅无窗帘遮挡的落地窗上，用强光照着，长达2个小时，让其倍受侮辱

2010年7月2日，北京市朝阳区法院对此案一审宣判，王光宇仅以虐待罪被判处有期徒刑六年六个月。王已放弃上诉，检察院抗诉的可能性“微乎其微”，此案的刑事判决部分已经基本定谳，一条生命只“值”六年六个月的徒刑，这就是法院为家庭暴力核算的代价


根据网上的一些消息，王光宇坐了四年牢就出狱了，然后再婚了，又找了一个23岁的妻子，而这个妻子又跟董珊珊一样，遭受严重家暴和生命威胁

从未感觉世界如此悲凉
希望官方不要再和稀泥，严惩不贷

发布于 2018-11-20 14:55
​
赞同 158​
​
24 条评论
​
分享
​
收藏
​
喜欢
​
收起​"
如何看待蒋劲夫事件?,"无意中看见后面的更新说热评都打脸进来补充一下，双方和解也是可以撤诉的，不起诉不代表没家暴，可以参考下面这个回答，初犯、双方和解、伤情轻重程度都可能导致不起诉。而蒋劲夫之前就发文承认家暴道歉了，热评基于这个事实做出回答谈不上打脸。

希望了解日本法律的朋友帮忙解释一下蒋劲夫为啥没被日本检方起诉？

热评全部打脸

2018.12.31 再次更新 #蒋劲夫已被释放# 刚刚，蒋劲夫律师发表律师声明，称己方在28日收到日本检察机关做出的以不起诉状态的释放决定，即日起完全恢复人身自由。并透露不出意外的话，日本检方不久将正式出具不会对蒋劲夫提起任何指控的不起诉决定，“这意味着蒋劲夫在本案不会有任何被刑事处罚的记录。”http://t.cn/EbCUmNU ​







再次更新，广大网友又提供2018.10.9日蒋劲夫与前女友逛日本银座商场买东西的清晰图片，日期也有，女方2018.10.09日脸上未受伤。







2018年11月28日，蒋劲夫自首#并对日本警方承认涉嫌施暴的指控，称打人是因为个人理由，但不想谈论。其律师透露，蒋劲夫被逮捕后，目前的精神比较恍惚。此外，律师还表示受害者一方确实提出了10亿日元赔偿金额。是否会达成和解，就取决于是否能够让受害者一方感到满意。对于现阶段女方提出的赔偿金额数字，律师表示不便透露。蒋劲夫的律师团也拿到医院方面的诊断书，里面并没有女方牙齿被打断的记载，房间里面都是血也不属实。

更新

有网友分别在10.8日和10.9日见过蒋劲夫本和他前女友，

女方日媒采访说过10.8日被同居者家暴之类的话，

但微博10.8日有网友博出照片，蒋劲夫与前女友和日本导演竹内亮一起吃饭的图片，并竹内亮微博也有发与蒋劲夫两人的视频。




10.9日，有网友在日本银座见过蒋劲夫与前女友逛街，蒋劲夫脸上无伤，女方存在说慌。




刚刚，蒋劲夫发文承认家暴，他表示自己在这一个月一直在忏悔和悔恨中度过，感到十分对不起女友，“我冲动的行为伤害了你和你的家人，不论什么原因，我都不应该动手，我为自己的行为感到羞愧，会为自己的行为负起责任，接受惩罚。”并在最后诚恳致歉：“让你们失望了，对不起。”",今***,编辑于 2018-11-20 12:18,"​
 858","​
92 ","今天道​​天津大学 管理学硕士858 人赞同了该回答蒋劲夫家暴没什么要说的，知错认错，常规操作。但这一波营销号买得也太不走心了：<img src=""https://pica.zhimg.com/50/v2-320730a4cdf601b7c404c0b80d2e8b2a_720w.jpg?source=1940ef5c"" data-caption="""" data-size=""normal"" data-rawwidth=""749"" data-rawheight=""959"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-655acc1d5585d845d3a22d2b6611457d_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""749"" data-original=""https://pica.zhimg.com/v2-320730a4cdf601b7c404c0b80d2e8b2a_r.jpg?source=1940ef5c""/>虽然有点狠，但是要点赞，家暴能圈粉，也是活久见。刘洲成、许凯看到这里一定会一拍脑门：还有这种操作，我怎么没想到?艺人买营销号控评带节奏是业内都做的公关动作了，但是能不能讲点道理？这么操作的话，刘强东是不是可以开发“你可以是邓文迪”包邮业务？柯震东可以组织“跟着我有粉吸”粉丝团？这地也不是这么洗的。还能说什么呢？只愿被他圈走的这些粉永远不被温柔以待，每天都有武力伺候！编辑于 2018-11-20 12:18​赞同 858​​92 条评论​分享​收藏​喜欢​收起​"
